ProviderName,PublisherName,InvoiceIssuerName,InvoiceId,BillingAccountId,BillingAccountName,BillingAccountType,SubAccountId,SubAccountName,SubAccountType,BillingPeriodStart,BillingPeriodEnd,ChargePeriodStart,ChargePeriodEnd,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,BilledCost,EffectiveCost,ListCost,ContractedCost,ListUnitPrice,ContractedUnitPrice,PricingCategory,PricingQuantity,PricingUnit,PricingCurrency,PricingCurrencyContractedUnitPrice,PricingCurrencyEffectiveCost,PricingCurrencyListUnitPrice,BillingCurrency,ConsumedQuantity,ConsumedUnit,ServiceName,ServiceCategory,ServiceSubcategory,SkuId,SkuMeter,SkuPriceId,SkuPriceDetails,ResourceId,ResourceName,ResourceType,RegionId,RegionName,AvailabilityZone,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountCategory,CommitmentDiscountType,CommitmentDiscountStatus,CommitmentDiscountQuantity,CommitmentDiscountUnit,CapacityReservationId,CapacityReservationStatus,Tags
AWS,AWS,AWS,INV-2026-05-0001,100000000001,ExampleCorp Master Payer,Payer Account,200000000013,data-analytics,Linked Account,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,2026-05-11T00:00:00Z,2026-05-12T00:00:00Z,Usage,,DynamoDB on-demand write requests,Usage-Based,5.37915552277135,5.37915552277135,5.97694809018156,5.37915552277135,0.0000012228,0.0000011005,Standard,4887919.6027,Requests,USD,0.0000011005,5.37915552277135,0.0000012228,USD,4887919.6027,Requests,AmazonDynamoDB,Databases,NoSQL Databases,SKU-AMAZON-62dd6e,Database,SPRICE-866e681d,"{""x_CapacityMode"":""On-Demand""}",arn:aws:dynamodb:us-east-1:100000000001:table/table-ac974c9c4fb9,table-ac974c9c4fb9,DynamoDB Table,us-east-1,US East (N. Virginia),,,,,,,,,,,"{""Environment"":""dev"",""CostCenter"":""cc-3110"",""Owner"":""team-data""}"
AWS,AWS,AWS,INV-2026-05-0001,100000000001,ExampleCorp Master Payer,Payer Account,200000000012,staging-platform,Linked Account,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,Usage,,S3 Standard storage,Usage-Based,58.73186906041329,58.73186906041329,65.25763225730217,58.73186906041329,0.0226264241,0.0203637817,Standard,2884.1337,GB-Months,USD,0.0203637817,58.73186906041329,0.0226264241,USD,2884.1337,GB-Months,AmazonS3,Storage,Object Storage,SKU-AMAZON-6fe6c8,Storage,SPRICE-611db55b,"{""x_StorageClass"":""Standard"",""x_Redundancy"":""LRS""}",arn:aws:s3:eu-west-1:100000000001:bucket/bucket-782441f0708e,bucket-782441f0708e,S3 Bucket,eu-west-1,EU (Ireland),,,,,,,,,,,"{""Environment"":""prod"",""CostCenter"":""cc-1042"",""Owner"":""team-platform""}"
AWS,AWS,AWS,INV-2026-05-0001,100000000001,ExampleCorp Master Payer,Payer Account,200000000013,data-analytics,Linked Account,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,2026-05-13T00:00:00Z,2026-05-14T00:00:00Z,Usage,,NAT gateway data processed,Usage-Based,0.14855081022859,0.14855081022859,0.16505645596834,0.14855081022859,0.0461967746,0.0415770971,Standard,3.5729,GB,USD,0.0415770971,0.14855081022859,0.0461967746,USD,3.5729,GB,AmazonVPC,Networking,Network Connectivity,SKU-AMAZON-19ac47,Data Transfer,SPRICE-1bccf628,"{""x_TransferType"":""InterAZ""}",arn:aws:vpc:us-east-1:100000000001:natgateway/nat-11692b430c43,nat-11692b430c43,NAT Gateway,us-east-1,US East (N. Virginia),,,,,,,,,,,"{""Environment"":""staging"",""CostCenter"":""cc-1042"",""Owner"":""team-data""}"
AWS,AWS,AWS,INV-2026-05-0001,100000000001,ExampleCorp Master Payer,Payer Account,200000000013,data-analytics,Linked Account,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,2026-05-01T13:00:00Z,2026-05-01T14:00:00Z,Usage,,Linux on-demand m6i.large,Usage-Based,0.0859750981,0.0859750981,0.0955278868,0.0859750981,0.0955278868,0.0859750981,Standard,1.0000,Hours,USD,0.0859750981,0.0859750981,0.0955278868,USD,1.0000,Hours,AmazonEC2,Compute,Virtual Machines,SKU-AMAZON-64d53f,Compute,SPRICE-cdb4f063,"{""InstanceType"":""m6i.large"",""InstanceSeries"":""M6i"",""CoreCount"":2,""MemorySize"":8,""OperatingSystem"":""Linux"",""x_Tenancy"":""Shared""}",arn:aws:ec2:us-west-2:100000000001:instance/i-db999ac0fc78,i-db999ac0fc78,EC2 Instance,us-west-2,US West (Oregon),us-west-2a,,,,,,,,,,"{""Environment"":""dev"",""CostCenter"":""cc-1042"",""Owner"":""team-payments""}"
AWS,AWS,AWS,INV-2026-05-0001,100000000001,ExampleCorp Master Payer,Payer Account,200000000011,prod-platform,Linked Account,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,2026-05-01T14:00:00Z,2026-05-01T15:00:00Z,Usage,,Linux on-demand m6i.large,Usage-Based,0.0855664597,0.0855664597,0.0950738441,0.0855664597,0.0950738441,0.0855664597,Standard,1.0000,Hours,USD,0.0855664597,0.0855664597,0.0950738441,USD,1.0000,Hours,AmazonEC2,Compute,Virtual Machines,SKU-AMAZON-54cc44,Compute,SPRICE-1a7b15ed,"{""InstanceType"":""m6i.large"",""InstanceSeries"":""M6i"",""CoreCount"":2,""MemorySize"":8,""OperatingSystem"":""Linux"",""x_Tenancy"":""Shared""}",arn:aws:ec2:us-west-2:100000000001:instance/i-859370094e1a,i-859370094e1a,EC2 Instance,us-west-2,US West (Oregon),us-west-2a,,,,,,,,,,"{""Environment"":""prod"",""CostCenter"":""cc-1042"",""Owner"":""team-platform""}"
AWS,AWS,AWS,INV-2026-05-0002,100000000002,ExampleCorp Secondary Payer,Payer Account,200000000013,data-analytics,Linked Account,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,2026-05-16T00:00:00Z,2026-05-17T00:00:00Z,Usage,,Glue ETL job run,Usage-Based,58.63294367909524,58.63294367909524,65.14771520540976,58.63294367909524,0.4513533816,0.4062180434,Standard,144.3386,DPU-Hours,USD,0.4062180434,58.63294367909524,0.4513533816,USD,144.3386,DPU-Hours,AWSGlue,Analytics,Data Processing,SKU-AWSGLU-1d1a1b,Data Processing,SPRICE-429ceec6,"{""x_WorkerType"":""G.1X""}",arn:aws:e:ap-southeast-1:100000000002:job/job-00fec384726a,job-00fec384726a,Glue Job,ap-southeast-1,Asia Pacific (Singapore),,,,,,,,,,,"{""Environment"":""prod"",""CostCenter"":""cc-1042"",""Owner"":""team-platform""}"
AWS,AWS,AWS,INV-2026-05-0001,100000000001,ExampleCorp Master Payer,Payer Account,200000000011,prod-platform,Linked Account,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,2026-05-17T00:00:00Z,2026-05-18T00:00:00Z,Usage,,Custom metrics,Usage-Based,40.91352948210565,40.91352948210565,45.4594771954111,40.91352948210565,0.2916097234,0.2624487511,Standard,155.8915,Metrics,USD,0.2624487511,40.91352948210565,0.2916097234,USD,155.8915,Metrics,AmazonCloudWatch,Management and Governance,Observability,SKU-AMAZON-cd5770,Monitoring,SPRICE-f055d696,"{""x_MetricType"":""Custom""}",arn:aws:cloudwatch:ap-southeast-1:100000000001:metric/metric-a996f4efb24c,metric-a996f4efb24c,Metric,ap-southeast-1,Asia Pacific (Singapore),,,,,,,,,,,"{""Environment"":""prod"",""CostCenter"":""cc-1042"",""Owner"":""team-data""}"
AWS,AWS,AWS,INV-2026-05-0002,100000000002,ExampleCorp Secondary Payer,Payer Account,200000000013,data-analytics,Linked Account,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,Usage,,S3 Standard storage,Usage-Based,59.98891648932646,59.98891648932646,66.65435168625998,59.98891648932646,0.0235465159,0.0211918643,Standard,2830.7522,GB-Months,USD,0.0211918643,59.98891648932646,0.0235465159,USD,2830.7522,GB-Months,AmazonS3,Storage,Object Storage,SKU-AMAZON-3e944f,Storage,SPRICE-27e78e63,"{""x_StorageClass"":""Standard"",""x_Redundancy"":""LRS""}",arn:aws:s3:us-east-1:100000000002:bucket/bucket-b616724d9b17,bucket-b616724d9b17,S3 Bucket,us-east-1,US East (N. Virginia),,,,,,,,,,,"{""Environment"":""staging"",""CostCenter"":""cc-2087"",""Owner"":""team-platform""}"
AWS,AWS,AWS,INV-2026-05-0001,100000000001,ExampleCorp Master Payer,Payer Account,200000000011,prod-platform,Linked Account,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,2026-05-19T00:00:00Z,2026-05-20T00:00:00Z,Tax,,Tax for AmazonDynamoDB,One-Time,45.377079,45.377079,45.377079,45.377079,,,,,,,,,,USD,,,AmazonDynamoDB,Databases,NoSQL Databases,,,,,,,,,,,,,,,,,,,,"{""Environment"":""dev"",""CostCenter"":""cc-1042"",""Owner"":""team-data""}"
AWS,AWS,AWS,INV-2026-05-0002,100000000002,ExampleCorp Secondary Payer,Payer Account,200000000012,staging-platform,Linked Account,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,2026-05-20T00:00:00Z,2026-05-21T00:00:00Z,Usage,,Glue ETL job run,Usage-Based,49.1992952864292,49.1992952864292,54.665883651588,49.1992952864292,0.4272815100,0.3845533590,Standard,127.9388,DPU-Hours,USD,0.3845533590,49.1992952864292,0.4272815100,USD,127.9388,DPU-Hours,AWSGlue,Analytics,Data Processing,SKU-AWSGLU-29e311,Data Processing,SPRICE-be47731b,"{""x_WorkerType"":""G.1X""}",arn:aws:e:us-west-2:100000000002:job/job-2c41066154f3,job-2c41066154f3,Glue Job,us-west-2,US West (Oregon),,,,,,,,,,,"{""Environment"":""prod"",""CostCenter"":""cc-2087"",""Owner"":""team-data""}"
AWS,AWS,AWS,INV-2026-05-0001,100000000001,ExampleCorp Master Payer,Payer Account,200000000012,staging-platform,Linked Account,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,2026-05-21T00:00:00Z,2026-05-22T00:00:00Z,Usage,,Custom metrics,Usage-Based,19.84071820870832,19.84071820870832,22.04524245076032,19.84071820870832,0.2916006504,0.2624405854,Standard,75.6008,Metrics,USD,0.2624405854,19.84071820870832,0.2916006504,USD,75.6008,Metrics,AmazonCloudWatch,Management and Governance,Observability,SKU-AMAZON-ecba8a,Monitoring,SPRICE-5de16996,"{""x_MetricType"":""Custom""}",arn:aws:cloudwatch:eu-west-1:100000000001:metric/metric-afc7a87eea19,metric-afc7a87eea19,Metric,eu-west-1,EU (Ireland),,,,,,,,,,,"{""Environment"":""dev"",""CostCenter"":""cc-3110"",""Owner"":""team-platform""}"
AWS,AWS,AWS,INV-2026-05-0002,100000000002,ExampleCorp Secondary Payer,Payer Account,200000000014,sandbox-dev,Linked Account,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,2026-05-22T00:00:00Z,2026-05-23T00:00:00Z,Usage,,NAT gateway data processed,Usage-Based,8.84868440983309,8.84868440983309,9.83187155456755,8.84868440983309,0.0458477945,0.0412630151,Standard,214.4459,GB,USD,0.0412630151,8.84868440983309,0.0458477945,USD,214.4459,GB,AmazonVPC,Networking,Network Connectivity,SKU-AMAZON-e1b33b,Data Transfer,SPRICE-9bca62ce,"{""x_TransferType"":""InterAZ""}",arn:aws:vpc:eu-west-1:100000000002:natgateway/nat-1be7ecccab03,nat-1be7ecccab03,NAT Gateway,eu-west-1,EU (Ireland),,,,,,,,,,,"{""Environment"":""prod"",""CostCenter"":""cc-3110"",""Owner"":""team-payments""}"
AWS,AWS,AWS,INV-2026-05-0002,100000000002,ExampleCorp Secondary Payer,Payer Account,200000000011,prod-platform,Linked Account,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,2026-05-23T00:00:00Z,2026-05-24T00:00:00Z,Usage,,Glue ETL job run,Usage-Based,68.17330133316663,68.17330133316663,75.74811259823747,68.17330133316663,0.4330861637,0.3897775473,Standard,174.9031,DPU-Hours,USD,0.3897775473,68.17330133316663,0.4330861637,USD,174.9031,DPU-Hours,AWSGlue,Analytics,Data Processing,SKU-AWSGLU-9fb4c6,Data Processing,SPRICE-6677d828,"{""x_WorkerType"":""G.1X""}",arn:aws:e:eu-west-1:100000000002:job/job-6b2d97199587,job-6b2d97199587,Glue Job,eu-west-1,EU (Ireland),,,,,,,,,,,"{""Environment"":""dev"",""CostCenter"":""cc-3110"",""Owner"":""team-platform""}"
AWS,AWS,AWS,INV-2026-05-0002,100000000002,ExampleCorp Secondary Payer,Payer Account,200000000011,prod-platform,Linked Account,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,2026-05-24T00:00:00Z,2026-05-25T00:00:00Z,Usage,,DynamoDB on-demand write requests,Usage-Based,0.87562750446621,0.87562750446621,0.97292789562141,0.87562750446621,0.0000012799,0.0000011519,Standard,760159.3059,Requests,USD,0.0000011519,0.87562750446621,0.0000012799,USD,760159.3059,Requests,AmazonDynamoDB,Databases,NoSQL Databases,SKU-AMAZON-3bda68,Database,SPRICE-3ceb6fcc,"{""x_CapacityMode"":""On-Demand""}",arn:aws:dynamodb:ap-southeast-1:100000000002:table/table-248aa5e6d204,table-248aa5e6d204,DynamoDB Table,ap-southeast-1,Asia Pacific (Singapore),,,,,,,,,,,"{""Environment"":""dev"",""CostCenter"":""cc-3110"",""Owner"":""team-payments""}"
AWS,AWS,AWS,INV-2026-05-0002,100000000002,ExampleCorp Secondary Payer,Payer Account,200000000014,sandbox-dev,Linked Account,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,2026-05-25T00:00:00Z,2026-05-26T00:00:00Z,Usage,,Custom metrics,Usage-Based,16.14642885535218,16.14642885535218,17.94047650528434,16.14642885535218,0.3008763841,0.2707887457,Standard,59.6274,Metrics,USD,0.2707887457,16.14642885535218,0.3008763841,USD,59.6274,Metrics,AmazonCloudWatch,Management and Governance,Observability,SKU-AMAZON-954c64,Monitoring,SPRICE-f5057a08,"{""x_MetricType"":""Custom""}",arn:aws:cloudwatch:eu-west-1:100000000002:metric/metric-0e439c3a721d,metric-0e439c3a721d,Metric,eu-west-1,EU (Ireland),,,,,,,,,,,"{""Environment"":""dev"",""CostCenter"":""cc-3110"",""Owner"":""team-payments""}"
AWS,AWS,AWS,INV-2026-05-0001,100000000001,ExampleCorp Master Payer,Payer Account,200000000013,data-analytics,Linked Account,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,2026-05-26T00:00:00Z,2026-05-27T00:00:00Z,Usage,,DynamoDB on-demand write requests,Usage-Based,0.39250135978646,0.39250135978646,0.43610869233437,0.39250135978646,0.0000012331,0.0000011098,Standard,353668.5527,Requests,USD,0.0000011098,0.39250135978646,0.0000012331,USD,353668.5527,Requests,AmazonDynamoDB,Databases,NoSQL Databases,SKU-AMAZON-ce7bf8,Database,SPRICE-8d037cd8,"{""x_CapacityMode"":""On-Demand""}",arn:aws:dynamodb:ap-southeast-1:100000000001:table/table-99888bd65819,table-99888bd65819,DynamoDB Table,ap-southeast-1,Asia Pacific (Singapore),,,,,,,,,,,"{""Environment"":""dev"",""CostCenter"":""cc-3110"",""Owner"":""team-platform""}"
AWS,AWS,AWS,INV-2026-05-0001,100000000001,ExampleCorp Master Payer,Payer Account,200000000013,data-analytics,Linked Account,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,2026-05-27T00:00:00Z,2026-05-28T00:00:00Z,Tax,,Tax for AmazonEC2,One-Time,31.826974,31.826974,31.826974,31.826974,,,,,,,,,,USD,,,AmazonEC2,Compute,Virtual Machines,,,,,,,,,,,,,,,,,,,,"{""Environment"":""prod"",""CostCenter"":""cc-2087"",""Owner"":""team-data""}"
AWS,AWS,AWS,INV-2026-05-0002,100000000002,ExampleCorp Secondary Payer,Payer Account,200000000013,data-analytics,Linked Account,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,2026-05-02T03:00:00Z,2026-05-02T04:00:00Z,Usage,,Linux on-demand m6i.large,Usage-Based,0.0868679778,0.0868679778,0.0965199753,0.0868679778,0.0965199753,0.0868679778,Standard,1.0000,Hours,USD,0.0868679778,0.0868679778,0.0965199753,USD,1.0000,Hours,AmazonEC2,Compute,Virtual Machines,SKU-AMAZON-5547b4,Compute,SPRICE-5ad2fda2,"{""InstanceType"":""m6i.large"",""InstanceSeries"":""M6i"",""CoreCount"":2,""MemorySize"":8,""OperatingSystem"":""Linux"",""x_Tenancy"":""Shared""}",arn:aws:ec2:eu-west-1:100000000002:instance/i-cedde1435876,i-cedde1435876,EC2 Instance,eu-west-1,EU (Ireland),eu-west-1b,,,,,,,,,,"{""Environment"":""staging"",""CostCenter"":""cc-2087"",""Owner"":""team-data""}"
AWS,AWS,AWS,INV-2026-05-0002,100000000002,ExampleCorp Secondary Payer,Payer Account,200000000013,data-analytics,Linked Account,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,Usage,,S3 Standard storage,Usage-Based,58.31886024904737,58.31886024904737,64.79873351511693,58.31886024904737,0.0227517963,0.0204766167,Standard,2848.0711,GB-Months,USD,0.0204766167,58.31886024904737,0.0227517963,USD,2848.0711,GB-Months,AmazonS3,Storage,Object Storage,SKU-AMAZON-06c6d2,Storage,SPRICE-3382c259,"{""x_StorageClass"":""Standard"",""x_Redundancy"":""LRS""}",arn:aws:s3:us-east-1:100000000002:bucket/bucket-7b745cb5c07a,bucket-7b745cb5c07a,S3 Bucket,us-east-1,US East (N. Virginia),,,,,,,,,,,"{""Environment"":""staging"",""CostCenter"":""cc-1042"",""Owner"":""team-payments""}"
