ContractCommitmentId,ContractCommitmentType,ContractCommitmentCategory,ContractCommitmentCost,ContractCommitmentQuantity,ContractCommitmentUnit,ContractCommitmentDescription,ContractCommitmentPeriodStart,ContractCommitmentPeriodEnd,ContractId,ContractPeriodStart,ContractPeriodEnd,BillingCurrency
/subscriptions/11111111-1111-4111-8111-111111111111/providers/Microsoft.BillingBenefits/savingsPlans/f28e4e85a1c8,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-f28e4e85a1c8,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/33333333-3333-4333-8333-333333333333/providers/Microsoft.BillingBenefits/savingsPlans/89a50b143b48,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-89a50b143b48,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/22222222-2222-4222-8222-222222222222/providers/Microsoft.BillingBenefits/reservations/2823e08607da,Reservation,Usage,1121.840640,8760,Hours,AzureReservation-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-2823e08607da,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/11111111-1111-4111-8111-111111111111/providers/Microsoft.BillingBenefits/savingsPlans/1847a939bd3f,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-1847a939bd3f,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/33333333-3333-4333-8333-333333333333/providers/Microsoft.BillingBenefits/reservations/52434976d7a1,Reservation,Usage,1121.840640,8760,Hours,AzureReservation-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-52434976d7a1,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/11111111-1111-4111-8111-111111111111/providers/Microsoft.BillingBenefits/savingsPlans/265d102adc9e,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-265d102adc9e,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/22222222-2222-4222-8222-222222222222/providers/Microsoft.BillingBenefits/savingsPlans/92da28774094,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-92da28774094,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/11111111-1111-4111-8111-111111111111/providers/Microsoft.BillingBenefits/savingsPlans/c65b393bf241,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-c65b393bf241,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/22222222-2222-4222-8222-222222222222/providers/Microsoft.BillingBenefits/savingsPlans/ac42a80242e3,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-ac42a80242e3,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/22222222-2222-4222-8222-222222222222/providers/Microsoft.BillingBenefits/reservations/a94393d930ab,Reservation,Usage,1121.840640,8760,Hours,AzureReservation-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-a94393d930ab,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/11111111-1111-4111-8111-111111111111/providers/Microsoft.BillingBenefits/savingsPlans/82b441534803,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-82b441534803,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/22222222-2222-4222-8222-222222222222/providers/Microsoft.BillingBenefits/savingsPlans/ce3576f48167,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-ce3576f48167,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/33333333-3333-4333-8333-333333333333/providers/Microsoft.BillingBenefits/reservations/0d595355781b,Reservation,Usage,1121.840640,8760,Hours,AzureReservation-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-0d595355781b,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/22222222-2222-4222-8222-222222222222/providers/Microsoft.BillingBenefits/reservations/958fd6494b7c,Reservation,Usage,1121.840640,8760,Hours,AzureReservation-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-958fd6494b7c,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/44444444-4444-4444-8444-444444444444/providers/Microsoft.BillingBenefits/savingsPlans/c377c1664a41,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-c377c1664a41,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/22222222-2222-4222-8222-222222222222/providers/Microsoft.BillingBenefits/savingsPlans/f0638e296c20,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-f0638e296c20,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/33333333-3333-4333-8333-333333333333/providers/Microsoft.BillingBenefits/savingsPlans/ace313b81959,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-ace313b81959,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/22222222-2222-4222-8222-222222222222/providers/Microsoft.BillingBenefits/savingsPlans/2a0b68292978,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-2a0b68292978,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/33333333-3333-4333-8333-333333333333/providers/Microsoft.BillingBenefits/savingsPlans/21289f2c5a49,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-21289f2c5a49,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/11111111-1111-4111-8111-111111111111/providers/Microsoft.BillingBenefits/reservations/a73ad9ae247b,Reservation,Usage,1121.840640,8760,Hours,AzureReservation-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-a73ad9ae247b,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/33333333-3333-4333-8333-333333333333/providers/Microsoft.BillingBenefits/savingsPlans/5991a55f7637,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-5991a55f7637,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/22222222-2222-4222-8222-222222222222/providers/Microsoft.BillingBenefits/savingsPlans/dc8d587427b9,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-dc8d587427b9,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/33333333-3333-4333-8333-333333333333/providers/Microsoft.BillingBenefits/savingsPlans/4ffb8e63e1b1,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-4ffb8e63e1b1,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/33333333-3333-4333-8333-333333333333/providers/Microsoft.BillingBenefits/savingsPlans/36724c402359,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-36724c402359,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/33333333-3333-4333-8333-333333333333/providers/Microsoft.BillingBenefits/savingsPlans/d249cca135e0,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-d249cca135e0,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/22222222-2222-4222-8222-222222222222/providers/Microsoft.BillingBenefits/savingsPlans/bc75e9ba5890,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-bc75e9ba5890,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/33333333-3333-4333-8333-333333333333/providers/Microsoft.BillingBenefits/reservations/534461e247ff,Reservation,Usage,1121.840640,8760,Hours,AzureReservation-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-534461e247ff,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/33333333-3333-4333-8333-333333333333/providers/Microsoft.BillingBenefits/savingsPlans/7c20066b09e7,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-7c20066b09e7,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/44444444-4444-4444-8444-444444444444/providers/Microsoft.BillingBenefits/savingsPlans/aa8a191310c4,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-aa8a191310c4,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/33333333-3333-4333-8333-333333333333/providers/Microsoft.BillingBenefits/savingsPlans/9e507dca6b0c,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-9e507dca6b0c,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/33333333-3333-4333-8333-333333333333/providers/Microsoft.BillingBenefits/savingsPlans/d7edfa0cc8b3,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-d7edfa0cc8b3,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/33333333-3333-4333-8333-333333333333/providers/Microsoft.BillingBenefits/savingsPlans/36a677a966c2,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-36a677a966c2,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/44444444-4444-4444-8444-444444444444/providers/Microsoft.BillingBenefits/savingsPlans/a4f1cb9ebad0,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-a4f1cb9ebad0,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/44444444-4444-4444-8444-444444444444/providers/Microsoft.BillingBenefits/savingsPlans/22d145bb2354,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-22d145bb2354,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/33333333-3333-4333-8333-333333333333/providers/Microsoft.BillingBenefits/reservations/d9b0a2978833,Reservation,Usage,1121.840640,8760,Hours,AzureReservation-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-d9b0a2978833,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/11111111-1111-4111-8111-111111111111/providers/Microsoft.BillingBenefits/reservations/7beaa4867be0,Reservation,Usage,1121.840640,8760,Hours,AzureReservation-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-7beaa4867be0,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/22222222-2222-4222-8222-222222222222/providers/Microsoft.BillingBenefits/savingsPlans/c883ca4a34ab,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-c883ca4a34ab,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/22222222-2222-4222-8222-222222222222/providers/Microsoft.BillingBenefits/savingsPlans/20b199b044ab,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-20b199b044ab,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/22222222-2222-4222-8222-222222222222/providers/Microsoft.BillingBenefits/savingsPlans/ec2b50a5b7fb,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-ec2b50a5b7fb,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/33333333-3333-4333-8333-333333333333/providers/Microsoft.BillingBenefits/savingsPlans/8c23ed017ce1,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-8c23ed017ce1,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/44444444-4444-4444-8444-444444444444/providers/Microsoft.BillingBenefits/reservations/ceb94524013c,Reservation,Usage,1121.840640,8760,Hours,AzureReservation-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-ceb94524013c,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/44444444-4444-4444-8444-444444444444/providers/Microsoft.BillingBenefits/reservations/d837615f5861,Reservation,Usage,1121.840640,8760,Hours,AzureReservation-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-d837615f5861,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/11111111-1111-4111-8111-111111111111/providers/Microsoft.BillingBenefits/savingsPlans/ffa617575e1d,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-ffa617575e1d,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/11111111-1111-4111-8111-111111111111/providers/Microsoft.BillingBenefits/savingsPlans/2d0c64a26428,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-2d0c64a26428,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/44444444-4444-4444-8444-444444444444/providers/Microsoft.BillingBenefits/savingsPlans/b3882be3dd29,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-b3882be3dd29,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/44444444-4444-4444-8444-444444444444/providers/Microsoft.BillingBenefits/reservations/6ff529fa30af,Reservation,Usage,1121.840640,8760,Hours,AzureReservation-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-6ff529fa30af,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/44444444-4444-4444-8444-444444444444/providers/Microsoft.BillingBenefits/reservations/fac3767bc403,Reservation,Usage,1121.840640,8760,Hours,AzureReservation-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-fac3767bc403,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/22222222-2222-4222-8222-222222222222/providers/Microsoft.BillingBenefits/reservations/6d2d2e438cfe,Reservation,Usage,1121.840640,8760,Hours,AzureReservation-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-6d2d2e438cfe,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/44444444-4444-4444-8444-444444444444/providers/Microsoft.BillingBenefits/reservations/3443a9e6b152,Reservation,Usage,1121.840640,8760,Hours,AzureReservation-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-3443a9e6b152,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/11111111-1111-4111-8111-111111111111/providers/Microsoft.BillingBenefits/savingsPlans/145f58ca42c8,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-145f58ca42c8,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/22222222-2222-4222-8222-222222222222/providers/Microsoft.BillingBenefits/reservations/4357a55c4a77,Reservation,Usage,1121.840640,8760,Hours,AzureReservation-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-4357a55c4a77,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/22222222-2222-4222-8222-222222222222/providers/Microsoft.BillingBenefits/reservations/d4b3ae15007e,Reservation,Usage,1121.840640,8760,Hours,AzureReservation-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-d4b3ae15007e,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/44444444-4444-4444-8444-444444444444/providers/Microsoft.BillingBenefits/reservations/66f362369c75,Reservation,Usage,1121.840640,8760,Hours,AzureReservation-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-66f362369c75,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/44444444-4444-4444-8444-444444444444/providers/Microsoft.BillingBenefits/savingsPlans/e62e59d05635,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-e62e59d05635,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/44444444-4444-4444-8444-444444444444/providers/Microsoft.BillingBenefits/savingsPlans/3ac93d33251a,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-3ac93d33251a,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/11111111-1111-4111-8111-111111111111/providers/Microsoft.BillingBenefits/reservations/33b594627fef,Reservation,Usage,1121.840640,8760,Hours,AzureReservation-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-33b594627fef,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/33333333-3333-4333-8333-333333333333/providers/Microsoft.BillingBenefits/reservations/df7711d3e467,Reservation,Usage,1121.840640,8760,Hours,AzureReservation-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-df7711d3e467,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/44444444-4444-4444-8444-444444444444/providers/Microsoft.BillingBenefits/reservations/91a5bb92cca4,Reservation,Usage,1121.840640,8760,Hours,AzureReservation-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-91a5bb92cca4,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/33333333-3333-4333-8333-333333333333/providers/Microsoft.BillingBenefits/savingsPlans/ad9b8bbf40de,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-ad9b8bbf40de,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/44444444-4444-4444-8444-444444444444/providers/Microsoft.BillingBenefits/savingsPlans/9c5125693d3f,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-9c5125693d3f,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/44444444-4444-4444-8444-444444444444/providers/Microsoft.BillingBenefits/reservations/9965e01b0d63,Reservation,Usage,1121.840640,8760,Hours,AzureReservation-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-9965e01b0d63,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/22222222-2222-4222-8222-222222222222/providers/Microsoft.BillingBenefits/savingsPlans/a5bffd269cd6,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-a5bffd269cd6,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/44444444-4444-4444-8444-444444444444/providers/Microsoft.BillingBenefits/savingsPlans/657f0156f846,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-657f0156f846,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/44444444-4444-4444-8444-444444444444/providers/Microsoft.BillingBenefits/savingsPlans/a9346cf126b2,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-a9346cf126b2,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
/subscriptions/11111111-1111-4111-8111-111111111111/providers/Microsoft.BillingBenefits/savingsPlans/c2f6ea51e281,Savings Plan,Spend,1121.840640,1121.840640,USD,AzureSavingsPlan-1yr-AllUpfront,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-c2f6ea51e281,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
